Кандзи,Кана,Перевод,Уровень
受話器,じゅわき,телефонная трубка、наушники,2
循環,じゅんかん,вращение、циркуляция、круговорот,2
巡査,じゅんさ,полицейский,2
順々,じゅんじゅん,по порядку、по очереди,2
順序,じゅんじょ,последовательность、порядок、система、очередь,2
純情,じゅんじょう,невинный、искренний、наивный,2
純粋,じゅんすい,чистый、истинный、подлинный,2
消化,しょうか,пищеварение、усвоение (пищи、информации)、освоение,2
小学生,しょうがくせい,ученик младшей школы,2
,しょうがない,ничего не поделаешь、делать нечего,2
将棋,しょうぎ,японские шахматы,2
蒸気,じょうき,пар、испарения,2
定規,じょうぎ,линейка,2
上級,じょうきゅう,высший уровень、старший класс,2
商業,しょうぎょう,коммерция、торговля、бизнес,2
消極的,しょうきょくてき,пассивный、негативный、отрицательный,2
賞金,しょうきん,приз、денежная награда、премия,2
上下,じょうげ,верх и низ、выше и ниже、подъем и спуск,2
障子,しょうじ,сёдзи (бумажные раздвижные двери),2
商社,しょうしゃ,торговая компания,2
乗車,じょうしゃ,посадка в транспорт,2
上旬,じょうじゅん,первая декада месяца,2
生ずる,しょうずる,производить、приносить результат、производить эффект,2
小数,しょうすう,десятичная дробь,2
商店,しょうてん,магазин、лавка,2
焦点,しょうてん,фокус、центр,2
消毒,しょうどく,дезинфекция、стерилизация,2
勝敗,しょうはい,победа или поражение、исход битвы,2
蒸発,じょうはつ,испарение、парообразование、улетучивание,2
賞品,しょうひん,приз、трофей、награда,2
勝負,しょうぶ,матч、соревнование、игра、состязание、победа или поражение,2
小便,しょうべん,моча,2
消防署,しょうぼうしょ,пожарная часть、пожарная охрана,2
正味,しょうみ,чистый、нетто,2
正面,しょうめん,фасад、фронт、передняя часть,2
消耗,しょうもう,истощение、растрата、износ,2
省略,しょうりゃく,сокращение、пропуск,2
初級,しょきゅう,базовый уровень、начинающий уровень,2
助教授,じょきょうじゅ,старший преподаватель、доцент,2
食塩,しょくえん,поваренная соль,2
職人,しょくにん,работник、мастер、ремесленник,2
初旬,しょじゅん,первая декада месяца,2
書籍,しょせき,книга,2
食器,しょっき,столовые приборы、посуда,2
,ショップ,магазин,2
書店,しょてん,книжный магазин,2
書道,しょどう,каллиграфия,2
白髪,しらが・はくはつ,седые волосы、седина,2
知合い,しりあい,знакомство、знакомый,2
,シリーズ,серия,2
私立,しりつ,частный (напр. учреждение),2
資料,しりょう,материал、данные、документ,2
汁,しる,сок、суп,2
素人,しろうと,любитель、дилетант,2
芯,しん,ядро、фитиль、стержень、костный мозг、начинка,2
新幹線,しんかんせん,синкансен (сверхскоростной поезд),2
真空,しんくう,вакуум,2
信ずる,しんずる,верить、доверять,2
心身,しんしん,тело и душа,2
申請,しんせい,заявление、прошение、ходатайство,2
人造,じんぞう,искусственный,2
寝台,しんだい,кровать、койка、спальное место,2
診断,しんだん,диагноз、медицинское заключение,2
侵入,しんにゅう,вторжение、проникновение、агрессия、налёт,2
人文科学,じんぶんかがく,гуманитарные науки,2
人命,じんめい,человеческая жизнь,2
深夜,しんや,поздняя ночь,2
森林,しんりん,лес,2
親類,しんるい,родня、родственники、родство,2
針路,しんろ,направление、курс,2
神話,しんわ,миф、легенда,2
酢,す,уксус,2
水産,すいさん,морепродукты,2
炊事,すいじ,готовка、кулинария、стряпня,2
水蒸気,すいじょうき,водяной пар,2
水素,すいそ,водород,2
垂直,すいちょく,отвесность、вертикальность、перпендикулярность,2
推定,すいてい,предположение、допущение、оценка,2
水滴,すいてき,капля воды,2
水筒,すいとう,фляга、бутылка воды,2
随筆,ずいひつ,эссе、очерк、записки、заметка,2
水分,すいぶん,влага、влажность、сок,2
水平,すいへい,горизонталь、уровень воды,2
水平線,すいへいせん,горизонт (по уровню воды),2
水曜,すいよう,(сокр.) среда,2
図々しい,ずうずうしい,бесстыдный、наглый、дерзкий、бесстыдный,2
,ずうっと,всегда、всё время、очень、намного,2
末っ子,すえっこ,младший ребёнок,2
,スカーフ,шарф,2
図鑑,ずかん,атлас,2
杉,すぎ,японский кедр,2
好き嫌い,すききらい,вкус、пристрастие,2
好き好き,すきずき,дело вкуса,2
透き通る,すきとおる,быть прозрачным、виднеться сквозь,2
隙間,すきま,трещина、щель、скважина,2
,スクール,школа,2
,すくなくとも,по крайней мере,2
図形,ずけい,график、форма,2
,スケジュール,расписание、график、план、программа,2
鈴,すず,колокольчик、звонок、бубенчик,2
涼む,すずむ,охлаждаться、дышать прохладой、освежиться、выйти на воздух,2
,スタート,старт,2
,スチュワーデス,стюардесса、бортпроводница,2
,すっきり,чисто、опрятно、свежо,2
酸っぱい,すっぱい,кислый,2
,ステージ,сцена、эстрада、стадия、этап,2
棄てる,すてる,выбрасывать、бросить,2
,ストッキング,колготки、чулки,2
,ストップ,стоп,2
素直,すなお,покорный、послушный、кроткой、мягкий,2
頭脳,ずのう,голова、интеллект、мозг,2
,スピーカー,громкоговоритель、рупор,2
図表,ずひょう,диаграмма、график、таблица,2
,スマート,нарядный、стильный、изящный,2
住まい,すまい,жильё、дом、проживание,2
,すまない,Извините!、неловко (перед кем-л.),2
墨,すみ,чернила、тушь,2
澄む・清む,すむ,проясниться (про погоду)、стать чистым、прозрачным,2
相撲,すもう,сумо,2
,スライド,скольжение、слайд,2
滑らす,ずらす,сдвигать、переставлять、откладывать,2
,ずらり,в ряд,2
刷る,する,печатать,2
狡い,ずるい,коварный、хитрый、подлый、нечестный,2
擦れ違う,すれちがう,проходить мимо、разойтись,2
滑れる,すべれる,соскальзывать、соскакивать、сдвигаться、заносить (об автомашине),2
寸法,すんぽう,мерка、план、предложение,2
姓,せい,фамилия,2
税関,ぜいかん,таможня,2
製作,せいさく,производство、изготовление,2
制作,せいさく,произведение、творчество,2
性質,せいしつ,характер、нрав、качество、свойство,2
清書,せいしょ,чистописание、чистовик,2
青少年,せいしょうねん,молодежь、молодой человек,2
整数,せいすう,целое число,2
清掃,せいそう,чистка、очищение,2
生存,せいぞん,существование、жить、выжить、остаться в живых,2
生長,せいちょう,развитие、рост,2
政党,せいとう,политическая партия,2
生年月日,せいねんがっぴ,дата рождения,2
性能,せいのう,возможность、способность、технические данные,2
整備,せいび,приведение в готовность、налаживание、оборудовать,2
成分,せいぶん,ингредиент、компонент、состав,2
性別,せいべつ,пол、разделение по полу,2
正方形,せいほうけい,квадрат,2
正門,せいもん,главные ворота,2
成立,せいりつ,осуществление、учреждение、организация、заключение,2
西暦,せいれき,христианская эра、европейское летоисчисление、наша эра,2
背負う,せおう,нести на спине、взять на себя,2
赤道,せきどう,экватор,2
折角,せっかく,с большим трудом、большими усилиями、специально、особенно,2
接近,せっきん,приближение,2
接する,せっする,соприкасаться、касаться、граничить、примыкать,2
,せっせと,усердно、старательно、неутомимо,2
接続,せつぞく,присоединение、сцепление、связь,2
瀬戸物,せともの,фарфор、керамика,2
,ぜひとも,любыми средствами、любой ценой,2
迫る,せまる,надвигаться、наступать、оказать давление、вынудить、требовать,2
,ゼミ,семинар,2
,せめて,хотя бы、по крайней мере,2
攻める,せめる,нападать、атаковать,2
,セメント,цемент,2
栓,せん,пробка、затычка、задвижка,2
前後,ぜんご,до и после、передняя и задняя сторона、около、приблизительно,2
洗剤,せんざい,моющее средство,2
全集,ぜんしゅう,полное собрание сочинений,2
全身,ぜんしん,все тело、в полный рост,2
扇子,せんす,складной веер,2
専制,せんせい,деспотия、самодержавие,2
先々月,せんせんげつ,позапрошлый месяц,2
先々週,せんせんしゅう,позапрошлая неделя,2
先祖,せんぞ,предок、родоначальник,2
先端,せんたん,острие、наконечник、авангард、передовой、вершина,2
,センチ,сантиметр,2
宣伝,せんでん,пропаганда、реклама,2
先頭,せんとう,главенство、лидерство,2
全般,ぜんぱん,весь、всё、всеобщий,2
扇風機,せんぷうき,электровентилятор,2
線路,せんろ,линия、железнодорожный путь,2
相違,そうい,разница、отклонение,2
雑巾,ぞうきん,тряпка,2
増減,ぞうげん,увеличение и снижение、подъем и падение、колебание,2
倉庫,そうこ,склад、кладовая,2
相互,そうご,взаимность,2
創作,そうさく,творчество、оригинальное произведение,2
葬式,そうしき,похороны,2
造船,ぞうせん,судостроение、кораблестроение,2
騒々しい,そうぞうしい,шумный、беспокойный,2
増大,ぞうだい,увеличение、расширение,2
,そうっと,мягко、тихо、тайком,2
送別,そうべつ,проводы,2
草履,ぞうり,дзори (японские сандалии),2
総理大臣,そうりだいじん,премьер-министр,2
送料,そうりょう,пересылка、плата за пересылку,2
属する,ぞくする,относиться (к клубу、партии)、принадлежать、быть подчиненным,2
続々,ぞくぞく,один за другим、непрерывно、последовательно,2
速達,そくたつ,срочная доставка,2
測定,そくてい,измерение、межевание、съёмка,2
測量,そくりょう,измерение、топографическая съёмка、межевание,2
速力,そくりょく,скорость、быстрота,2
素質,そしつ,одаренность、натура、задатки、предрасположение,2
祖先,そせん,предок、прародитель,2
,そそっかしい,необдуманный、опрометчивый、рассеянный,2
卒直,そっちょく,откровенность、искренность、прямота,2
具える,そなえる,приготовиться、оборудовать、запастись,2
,そのうえ,в добавок、кроме того,2
,そのころ,в то время、тогда,2
,そのため,поэтому、из-за этого、за это,2
,そのほか,кроме того、помимо,2
蕎麦,そば,соба (гречневая лапша),2
剃る,そる,брить、бриться,2
,それなのに,тем не менее、несмотря на、и всё же,2
逸れる,それる,отклониться、свернуть в сторону、пролететь мимо,2
揃う,そろう,быть подобранным、подойти、стать полным、собраться,2
揃える,そろえる,"подобрать、прибрать、привести в
порядок、сделать равным、укомплектоваться",2
算盤,そろばん,счёты、расчёт,2
存じる,ぞんじる,знать、думать (уваж.),2
存ずる,ぞんずる,знать、думать (уваж.),2
損得,そんとく,преимущества и недостатки、потери и приобретения,2
田んぼ,たんぼ,рисовое поле、ферма,2
第一,だいいち,первый、самый、номер один,2
大学院,だいがくいん,аспирантура,2
大工,だいく,плотник,2
体系,たいけい,система、организация、структура,2
太鼓,たいこ,барабан,2
対策,たいさく,контрмеры、ответные мероприятия,2
大して,たいして,не очень (с отриц.),2
対照,たいしょう,контраст、сравнение、противопоставление,2
大小,だいしょう,размер、величина,2
体制,たいせい,система、структура、организация、строй,2
体積,たいせき,вместимость、ёмкость、объём,2
大層,たいそう,очень、чрезвычайно,2
体操,たいそう,гимнастика、гимнастические упражнения,2
大木,たいぼく,большое дерево,2
題名,だいめい,заглавие,2
代名詞,だいめいし,местоимение、синоним、пример、поговорка,2
,タイア,шина、покрышка,2
,ダイヤグラム,диаграмма、график、схема,2
,ダイヤモンド,алмаз、бриллиант,2
,ダイヤル,циферблат、шкала、указатель、телефонный диск,2
対立,たいりつ,противопоставление、противотечение、расхождение,2
田植え,たうえ,посадка риса,2
絶えず,たえず,постоянно、всегда、продолжительно,2
楕円,だえん,эллипс、овал,2
高める,たかめる,поднимать、увеличивать,2
耕す,たがやす,пахать、возделывать,2
滝,たき,водопад,2
炊く,たく,готовить、варить,2
焚く,たく,жечь、сжечь、топить,2
蓄える,たくわえる,хранить、сберечь、запасти、накопить,2
竹,たけ,бамбук,2
助かる,たすかる,быть спасенным、спастись,2
但し,ただし,но、однако,2
畳む,たたむ,сложить、закрыть складывая,2
立ち止まる,たちどまる,останавливаться、замирать,2
,たちまち,неожиданно、вдруг、мгновенно,2
建つ,たつ,стоять、подняться、быть воздвигнутым、быть учрежденным,2
発つ,たつ,отправляться,2
脱線,だっせん,сход с рельсов、отклонение,2
妥当,だとう,подобающий、уместный、подходящий,2
例える,たとえる,"сравнивать、уподобить、пояснить
наглядным примером、образно выражаться",2
頼もしい,たのもしい,надежный、заслуживающий доверия,2
足袋,たび,таби (японские носки),2
,ダブル,двойной,2
騙す,だます,обманывать、сбивать с толку、вводить в заблуждение,2
溜まる,たまる,собираться、накапливаться,2
,ダム,дамба、плотина,2
溜息,ためいき,вздох,2
躊躇う,ためらう,колебаться、сомневаться、не решаться,2
溜める,ためる,собирать、накапливать、отложить、оставить недоделанным,2
,だらしない,неопрятный、неряшливый、неаккуратный、небрежный,2
足る,たる,быть достаточным、заслуживать、быть довольным,2
段階,だんかい,ступень、стадия、этап,2
短期,たんき,краткосрочный,2
炭鉱,たんこう,каменноугольная шахта,2
短所,たんしょ,дефект、недостаток、слабое место,2
箪笥,たんす,комод、шкаф,2
淡水,たんすい,пресная вода,2
断水,だんすい,приостановка водоснабжения,2
単数,たんすう,единственное число,2
団地,だんち,жилой массив、микрорайон,2
断定,だんてい,решение、вывод、заключение、утверждение,2
短編,たんぺん,небольшое произведение,2
誓う,ちかう,клясться、дать клятву,2
地下水,ちかすい,подземные воды,2
近々,ちかぢか,скоро、в ближайшее время,2
近付ける,ちかづける,приблизить、подпустить、общаться с,2
近寄る,ちかよる,подходить、быть близко,2
力強い,ちからづよい,сильный、могущественный,2
千切る,ちぎる,разорвать、рвать,2
地質,ちしつ,качества почвы,2
知人,ちじん,знакомство、знакомый,2
地帯,ちたい,зона、полоса、пояс、район,2
縮む,ちぢむ,сжаться、съёжиться、ссохнуться、уменьшиться、сесть (после стирки),2
縮める,ちぢめる,сузить、съёжить、укоротить、уменьшить,2
縮れる,ちぢれる,виться、измяться、морщиться,2
,チップ,чаевые、чип、чипсы,2
地点,ちてん,пункт、точка на местности、место,2
地名,ちめい,название местности、географическое название,2
茶色い,ちゃいろい,коричневый、светло-коричневый,2
着々,ちゃくちゃく,постоянно、шаг за шагом、успешно,2
中間,ちゅうかん,середина、промежуток、промежуточный、посреднический,2
中旬,ちゅうじゅん,вторая декада месяца,2
抽象,ちゅうしょう,абстрактный,2
中世,ちゅうせい,средневековье,2
中性,ちゅうせい,нейтральный、средний род,2
中途,ちゅうと,полпути、полдороги,2
中年,ちゅうねん,средний возраст,2
超過,ちょうか,превышение,2
彫刻,ちょうこく,резьба、ваяние、гравировка、скульптура,2
長所,ちょうしょ,достоинство、преимущество、сильная сторона,2
長女,ちょうじょ,старшая дочь,2
調整,ちょうせい,регулирование、настройка,2
調節,ちょうせつ,регулирование、наладка、настройка,2
長短,ちょうたん,длина、достоинства и недостатки,2
頂点,ちょうてん,верх、вершина、апогей、кульминация,2
長男,ちょうなん,старший сын,2
長方形,ちょうほうけい,прямоугольник,2
調味料,ちょうみりょう,приправа,2
,チョーク,мел,2
直後,ちょくご,сразу после,2
直線,ちょくせん,прямая линия,2
直前,ちょくぜん,непосредственно перед,2
直通,ちょくつう,прямое сообщение、беспересадочный,2
直流,ちょくりゅう,постоянный ток,2
貯蔵,ちょぞう,хранение、сохранение、сбережение,2
直角,ちょっかく,прямой угол,2
直径,ちょっけい,диаметр,2
散らかす,ちらかす,разбрасывать、привести в беспорядок,2
散らかる,ちらかる,быть в беспорядке、быть разбросанным,2
散らす,ちらす,разбросать、рассыпать、рассеять、разогнать,2
塵紙,ちりがみ,салфетка、туалетная бумага,2
散る,ちる,рассыпаться、осыпаться、опасть、расползтись,2
追加,ついか,дополнение、прибавка、добавка,2
序で,ついで,возможность、удобный случай,2
通貨,つうか,валюта,2
通勤,つうきん,добираться до работы,2
通ずる,つうずる,быть знатоком、владеть、хорошо знать、быть понятным、сообщить,2
通知,つうち,извещение、уведомление、информация,2
通帳,つうちょう,банковская книжка,2
通訳,つうやく,устный перевод,2
通用,つうよう,использование、обращение、употребление、быть в силе,2
通路,つうろ,проход、дорога、путь,2
付合う,つきあう,поддерживать знакомство、составлять компанию、встречаться,2
突き当たり,つきあたり,конец (улицы、прохода),2
突き当たる,つきあたる,натыкаться、упираться、дойти до конца,2
月日,つきひ,время、годы、дата,2
突く,つく,включаться (свет),2
次ぐ,つぐ,следовать за、стоять за,2
作る・造る,つくる,делать、создавать、производить、конструироваться,2
着ける,つける,присоединять、добавлять、прикреплять、приклеить、носить,2
浸ける,つける,замачивать、замариновать,2
伝わる,つたわる,"передаваться、сообщиться;
распространиться、быть наследованным",2
突っ込む,つっこむ,сунуть、втолкнуть、вставлять、погрузить、окунуть,2
務める,つとめる,работать、служить,2
努める,つとめる,стараться、прилагать усилия、стремиться,2
綱,つな,канат、верёвка、трос,2
繋がり,つながり,отношение、связь、родство,2
繋がる,つながる,"быть связанным、быть
прикрепленным、быть соединенным、следовать один за другим",2
繋げる,つなげる,соединять、связывать,2
粒,つぶ,зерно、зёрнышко、капля,2
潰す,つぶす,раздавить、убить (время)、крушить、ломать、промотать,2
潰れる,つぶれる,"быть раздавленным、быть
разрушенным、истратиться、обанкротиться",2
躓く,つまずく,спотыкаться、оступаться、натыкаться на препятствие,2
詰まる,つまる,быть засоренным、завалить、заложить、наполниться,2
積む,つむ,нагромоздить、навалить、скопить、загружать (напр. грузовик),2
艶,つや,блеск、глянец、шарм、романтика、молодость,2
強気,つよき,непоколебимая позиция,2
釣り合う,つりあう,удержать равновесие、соответствовать、подходить,2
吊る,つる,повесить、подвесить,2
吊す,つるす,повесить、подвесить,2
出合い,であい,столкновение、встреча,2
手洗い,てあらい,туалет,2
定員,ていいん,штат、штатный состав、установленное число,2
定価,ていか,установленная цены,2
低下,ていか,снижение、падение、угасание,2
定期券,ていきけん,абонемент、проездной,2
定休日,ていきゅうび,выходной день,2
停止,ていし,остановка、задержка、прекращение,2
停車,ていしゃ,остановка транспорта,2
停電,ていでん,отключение электричества,2
出入り,でいり,вход и выход、приход и уход、посещение、приход и расход,2
出入口,でいりぐち,вход и выход,2
手入れ,ていれ,ремонт、содержание、обращение、налёт полиции,2
,テーマ,тема,2
出来上がり,できあがり,завершение、отделка、качество、работа,2
出来上がる,できあがる,быть готовым、быть сделанным,2
的確・適確,てきかく・てっかく,точный、аккуратный、меткий,2
凸凹,でこぼこ,неровность、неравенство、выступы и впадины,2
手頃,てごろ,удобный、приемлемый、нормальный,2
出鱈目,でたらめ,вздорный、сказанный наобум、ненадёжный,2
手帳,てちょう,записная книжка、блокнот,2
鉄橋,てっきょう,железнодорожный мост、железный мост,2
手続き,てつづき,процедура、формальность,2
鉄砲,てっぽう,ружьё,2
,テニスコート,теннисный корт,2
手拭い,てぬぐい,полотенце для рук,2
出迎え,でむかえ,встреча、приём,2
出迎える,でむかえる,встречать、пойти навстречу、принимать (гостей),2
照らす,てらす,сверкать、освещать、сопоставлять,2
照る,てる,светить、сиять、светиться,2
展開,てんかい,развитие、развертывание,2
伝記,でんき,биография,2
電球,でんきゅう,электрическая лампочка,2
点数,てんすう,оценки、баллы、очки,2
伝染,でんせん,заражение、зараза、инфекция,2
電池,でんち,батарейка,2
点々,てんてん,тут и там、местами,2
転々,てんてん,катиться、скитаться、переходить с места на место,2
電柱,でんちゅう,столб для электролиний、телеграфный столб,2
天皇,てんのう,император Японии,2
電波,でんぱ,электромагнитные волны、радиоволны,2
,テンポ,темп、быстрота,2
電流,でんりゅう,электрический ток,2
電力,でんりょく,электроэнергия、сила тока,2
問い合わせ,といあわせ,запрос、справка、анкета,2
銅,どう,медь,2
統一,とういつ,единство、объединение、союз、совместный,2
同格,どうかく,одного уровня、того же разряда,2
峠,とうげ,перевал、перелом、критический момент、кульминационный пункт,2
統計,とうけい,статистика、статистические данные,2
動作,どうさ,действия、движения、поведение、манеры,2
東西,とうざい,восток и запад,2
当日,とうじつ,назначенный день、тот день,2
投書,とうしょ,письмо、сообщение в газету (от читателя),2
登場,とうじょう,выход на сцену,2
,どうせ,в любом случае、так или иначе、в конце концов,2
灯台,とうだい,маяк,2
盗難,とうなん,кража、воровство,2
当番,とうばん,дежурство,2
等分,とうぶん,деление поровну,2
透明,とうめい,прозрачный,2
灯油,とうゆ,керосин、гарное масло,2
東洋,とうよう,восточный、азиатский,2
童話,どうわ,сказка、рассказ для детей,2
通り掛かる,とおりかかる,случайно проходить мимо,2
溶かす,とかす,растворить、расплавить、растопить,2
尖る,とがる,заостриться、сделаться острым,2
,どきどき,пульсировать、учащённо биться (про сердце),2
溶く,とく,растворить、расплавить、растопить,2
退く,どく・のく,отойти в сторону、отступиться、оставить (пост),2
特殊,とくしゅ,особый、специфические、характерный、своеобразный,2
特色,とくしょく,особенность、отличительная черта,2
特長,とくちょう,достоинство、сильная сторона,2
特定,とくてい,специальный、особо установленный,2
特売,とくばい,распродажа、продажа по сниженной цене,2
溶け込む,とけこむ,слиться、соединиться、адаптироваться,2
溶ける,とける,плавиться、таять、растворяться,2
退ける,どける・のける,удалять、убирать、исключаться、отложить в сторону,2
床の間,とこのま,стенная ниша с приподнятым полом и полочками,2
所々,ところどころ,там и сям、местами、кое-где,2
都心,としん,сердце города,2
戸棚,とだな,шкаф、шкафчик、буфер、гардероб,2
,とっくに,уже давно,2
,どっと,внезапно、вдруг、сразу,2
整う,ととのう,"быть подготовленным;
упорядоченным、приведённым в порядок、налаженным",2
留まる,とどまる,оставаться、останавливаться,2
怒鳴る,どなる,кричать、вопить,2
飛び込む,とびこむ,впрыгивать、влетать、нырнуть、ввязаться,2
跳ぶ,とぶ,прыгать、летать、мчаться、парить,2
泊める,とめる,приютить、пустить на ночлег,2
,ともかく,в любом случае、как бы то ни было、все-таки,2
捕える,とらえる,поймать、арестовывать、схватить,2
取り入れる,とりいれる,класть、убирать во что-л.、снимать урожай、заимствовать,2
取り消す,とりけす,отменять、взять назад、аннулировать,2
取り出す,とりだす,вынуть、выбрать、отобрать,2
採る,とる,ловить (насекомых)、собирать (фрукты)、нанимать на работу,2
捕る,とる,брать、ловить (рыбу),2
,トレーニング,тренировка,2
丼,どんぶり,большая фарфоровая чашка (миска)、нашивной карман (рабочего жилета),2
内科,ないか,терапия,2
内線,ないせん,внутренняя линия,2
,ナイロン,нейлон,2
治す,なおす,лечить、вылечить,2
永い,ながい,долгий、долгое время,2
仲直り,なかなおり,примирение,2
長引く,ながびく,продлиться、тянуться、затянуться (напр. совещание),2
中身・中味,なかみ,содержимое、содержание,2
中指,なかゆび,средний палец,2
仲良し,なかよし,близость、близкие отношения、близкий друг,2
慰める,なぐさめる,утешить、ободрить、развлечь、поддержать,2
亡くす,なくす,лишиться кого-то из-за смерти,2
殴る,なぐる,бить、колотить、ударять、шлёпать,2
為す,なす,сделать、совершить、выполнить,2
謎々,なぞなぞ,головоломка、тайна、загадка,2
,なだらか,пологий、не крутой、плавный、спокойный,2
懐かしい,なつかしい,дорогой、милый,2
撫でる,なでる,гладить、пригладить,2
斜め,ななめ,косой、наклонный、диагональный,2
何しろ,なにしろ,в любом случае、что ни говори、как бы то ни было,2
何々,なになに,Что?,2
何分,なにぶん,в любом случае、что ни говори、как бы то ни было、как вам известно,2
生意気,なまいき,наглый、дерзкий、нахальный、самодовольный、хвастливый,2
並木,なみき,ряд деревьев (вдоль дороги),2
倣う,ならう,подражать、следовать、последовать примеру,2
鳴らす,ならす,издавать звук、звонить (в колокол)、быть знаменитым,2
生る,なる,приносить плоды、плодоносить,2
馴れる,なれる,привыкнуть、свыкнуться、освоиться、приучиться、сделаться ручным,2
南極,なんきょく,Южный полюс、Антарктида,2
何となく,なんとなく,что-то、как-то、почему-то、ни с того ни с сего,2
何とも,なんとも,ничего、никак、нисколько,2
,ナンバー,номер,2
南米,なんべい,Южная Америка,2
南北,なんぼく,юг и север,2
煮える,にえる,свариться、быть сваренным,2
匂う,におう,пахнуть,2
逃がす,にがす,освободить、выпустить     на свободу、отпустить、упустить,2
憎い,にくい,ненавистный、отвратительный、противный,2
憎む,にくむ,ненавидеть、питать ненависть,2
憎らしい,にくらしい,ненавистный、отвратительный、раздражающий,2
濁る,にごる,становиться мутным、озвончаться,2
虹,にじ,радуга,2
日時,にちじ,дата и время,2
日用品,にちようひん,предметы повседневного потребления,2
日課,にっか,урок、домашнее задание、ежедневное занятие,2
日程,にってい,программа、план、распорядок дня,2
鈍い,にぶい,тупой,2
入社,にゅうしゃ,поступление на работу в компанию,2
女房,にょうぼう,жена,2
睨む,にらむ,злобно смотреть、уставиться、следить,2
煮る,にる,варить、тушить,2
俄,にわか,внезапный、неожиданный,2
縫う,ぬう,шить、прошить、зашить,2
濡らす,ぬらす,намочить、увлажнить、окунуть,2
,ねじ,винт、гайка、болт,2
捩る,ねじる,вывернуть、повернуть、свернуть、завинчивать、исказить,2
,ネックレス,ожерелье,2
熱する,ねっする,нагревать、разогревать、раскалить、возбудиться,2
寝間着・寝巻,ねまき,пижама、ночная рубашка,2
狙い,ねらい,цель、прицел、намерение、идея,2
狙う,ねらう,целиться、нацелиться、наметить、следить,2
年度,ねんど,год (финансовый、учебный),2
農産物,のうさんぶつ,сельскохозяйственная продукция,2
農村,のうそん,село、деревня,2
濃度,のうど,концентрация、плотность、густота,2
農薬,のうやく,ядохимикаты,2
能率,のうりつ,эффективность、производительность、продуктивность,2
鋸,のこぎり,пила,2
残らず,のこらず,все без остатка、целиком、без исключения,2
載せる,のせる,поместить (в газету)、записать、публиковать,2
覗く,のぞく,выглянуть、подсматривать、заглянуть,2
延ばす,のばす,откладывать、удлинять (по времени),2
延びる,のびる,отсрочить、продолжить、удлинить、расширить、растянуть,2
上り,のぼり,подъем、восхождение、следование в столицу,2
上る,のぼる,забираться、поднимать、вознестись、достигнуть,2
糊,のり,клей,2
乗換,のりかえ,пересадка (транспортная),2
載る,のる,"быть помещенным  (напр.、в список);
быть упомянутым、быть опубликованным",2
,のろのろ,медленно、вяло,2
呑気,のんき,беззаботный、беспечный、небрежный,2
灰色,はいいろ,серый цвет,2
俳句,はいく,хайку (трёхстишие из стихов в 5—7—5 слогов),2
売店,ばいてん,магазин、лавка、киоск,2
,バイバイ,Пока!,2
売買,ばいばい,торговля、купля-продажа,2
這う,はう,ползти,2
生える,はえる,вырастать、расти、взойти,2
剥す,はがす,отсоединять、срывать、отодрать、лишить,2
馬鹿らしい,ばからしい,глупость、абсурд,2
秤,はかり,весы、безмен,2
量る・測る,はかる,определять весь、взвешивать,2
吐き気,はきけ,тошнота,2
,はきはき,проворно、энергично、быстро,2
掃く,はく,мести、подметать,2
歯車,はぐるま,шестерёнка、зубчатое колесо,2
,バケツ,ведро,2
挟まる,はさまる,быть зажатым с двух сторон、быть прищемленным、лежать между,2
挟む,はさむ,зажать、класть между、заложить,2
梯子,はしご,лестница、стремянка,2
始めに,はじめに,для начала、в первую очередь,2
初めに,はじめに,в начале чего-либо,2
斜,はす,косой、диагональный、наклонный,2
外れる,はずれる,выскочить、соскользнуть、отцепиться、отстегнуться,2
,パターン,образец、шаблон,2
肌着,はだぎ,нижнее бельё,2
果して,はたして,как и ожидалось、на самом деле,2
鉢,はち,(цветочный) горшок、миска、таз,2
発揮,はっき,проявление、выказывание、демонстрация чего-л.,2
,バック,задний план、фон、подкрепление、задний ход,2
発射,はっしゃ,выстрел、стрельба、запуск(ракеты),2
発想,はっそう,оформления замысла、идея、выразительность、экспрессия,2
発電,はつでん,выработка электроэнергии,2
発売,はつばい,поступление в продажу、продажа,2
派手,はで,кричащий、яркий、пёстрый,2
話合い,はなしあい,беседа、обсуждение、переговоры,2
話し掛ける,はなしかける,заговорить、обратиться,2
話中,はなしちゅう,в процессе разговора、абонент занят (тел. линия),2
甚だしい,はなはだしい,чрезмерный、ужасный、огромный、сильный,2
花火,はなび,фейерверк,2
花嫁,はなよめ,невеста,2
放れる,はなれる,покидать、удаляться、освобождаться,2
羽根,はね,крыло、перо,2
発条,ばね,пружина、рессора、упругость,2
跳ねる,はねる,прыгать、скакать、брызнуть、закончиться,2
破片,はへん,обломок、осколок,2
歯磨き,はみがき,зубная паста,2
嵌める・填める・篏める,はめる,вставлять、положить、(разг.) заниматься любовью、завлечь,2
早口,はやくち,быстрая речь、скороговорка,2
流行る,はやる,быть популярным、модным、широко распространенным,2
払い込む,はらいこむ,внести деньги、уплатить,2
払い戻す,はらいもどす,возвращать деньги、делать возврат,2
,バランス,баланс、равновесие,2
針金,はりがね,проволока,2
張り切る,はりきる,быть в духе、собраться с силами,2
